"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","37","1","0.000000","0","0"
"/Game/SteamBlast/Assets/Mine/Cylinder002Mat.Cylinder002Mat","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","23","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","66","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1448","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Aeration/Aeration_BaseColor_Mat.Aeration_BaseColor_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Beam/Beam_trou_BaseColor_Mat.Beam_trou_BaseColor_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/cf598836ffabe09c397c5e30dcde85bb_Mat.cf598836ffabe09c397c5e30dcde85bb_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/everytexture_com-stock-pavement-concrete-texture-00014-1024x768_ncl1_1_Mat.everytexture_com-stock-pavement-concrete-texture-00014-1024x768_ncl1_1_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/istockphoto-1175394697-170667a_Mat.istockphoto-1175394697-170667a_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/Mountain_rock_seamless_texture_2048x2048_ncl1_2_Mat.Mountain_rock_seamless_texture_2048x2048_ncl1_2_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Crates/0348dda14d6994be46f17402359c8f5e_Mat.0348dda14d6994be46f17402359c8f5e_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Crates/crate-texture-png-2-Transparent-Images_Mat.crate-texture-png-2-Transparent-Images_Mat","0","0","23","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/388-3881588_transparent-dirt-texture-google-search-stock-images-decals_Mat.388-3881588_transparent-dirt-texture-google-search-stock-images-decals_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/626176f7d8d076a840714e86da24ddc4_Mat.626176f7d8d076a840714e86da24ddc4_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/9f7caa69c88aa48ad138b3f96d80767d--steampunk-illustration-steampunk-crafts_Mat.9f7caa69c88aa48ad138b3f96d80767d--steampunk-illustration-steampunk-crafts_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/Decal_cible_Mat.Decal_cible_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/Decalmaster.Decalmaster","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/e889a1238fb63d23b560ab3e9ea2bb04--arte-steampunk-steampunk-book_Mat.e889a1238fb63d23b560ab3e9ea2bb04--arte-steampunk-steampunk-book_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/Honored_disgrace_Mat.Honored_disgrace_Mat","0","0","27","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/Decals/TexturesCom_DecalsDamageBrick0028_4_masked_S_Mat.TexturesCom_DecalsDamageBrick0028_4_masked_S_Mat","0","0","27","1","0.000000","0","0"
