"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/SteamBlast/Assets/Mine/Cylinder002Mat.Cylinder002Mat","0","14","2","1","38.675743","0","42"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","84","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","28","3","1","67.606476","0","316"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/cf598836ffabe09c397c5e30dcde85bb_Mat.cf598836ffabe09c397c5e30dcde85bb_Mat","0","14","1","1","31.446119","0","106"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1448","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/everytexture_com-stock-pavement-concrete-texture-00014-1024x768_ncl1_1_Mat.everytexture_com-stock-pavement-concrete-texture-00014-1024x768_ncl1_1_Mat","0","14","1","1","31.535465","0","113"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/istockphoto-1175394697-170667a_Mat.istockphoto-1175394697-170667a_Mat","0","14","1","1","31.719135","0","107"
"/Game/SteamBlast/Assets/FinalAssets/CityGate/Mountain_rock_seamless_texture_2048x2048_ncl1_2_Mat.Mountain_rock_seamless_texture_2048x2048_ncl1_2_Mat","0","14","1","1","31.739630","0","85"
"/Game/SteamBlast/Assets/FinalAssets/FactoryChimney/stock-photo-wall-rock-stone-texture-detail-floor-surface-background-granite-f42c8ee5-ee48-4c59-9ccb-5b6df6d1c62b_Mat.stock-photo-wall-rock-stone-texture-detail-floor-surface-background-granite-f42c8ee5-ee48-4c59-9ccb-5b6df6d1c62b_Mat","0","14","1","1","32.920067","0","75"
"/Game/SteamBlast/Assets/FinalAssets/Link/47733275-rough-gray-stone-texture_ncl1_1_Mat.47733275-rough-gray-stone-texture_ncl1_1_Mat","0","14","1","1","31.188461","0","106"
"/Game/SteamBlast/Assets/FinalAssets/Link/istockphoto-524653165-612x612_Mat.istockphoto-524653165-612x612_Mat","0","14","1","1","30.941118","0","116"
"/Game/SteamBlast/Assets/FinalAssets/Link/metal_texture_1_by_wojtar_stock_dzpwg1-fullview-e0002147483647_Mat.metal_texture_1_by_wojtar_stock_dzpwg1-fullview-e0002147483647_Mat","0","14","1","1","30.976826","0","108"
"/Game/SteamBlast/Assets/FinalAssets/Link/stock-photo-wall-rock-stone-texture-detail-floor-surface-background-granite-f42c8ee5-ee48-4c59-9ccb-5b6df6d1c62b_Mat.stock-photo-wall-rock-stone-texture-detail-floor-surface-background-granite-f42c8ee5-ee48-4c59-9ccb-5b6df6d1c62b_Mat","0","14","1","1","30.430117","0","99"
"/Game/SteamBlast/Assets/FinalAssets/Pipes/3metal_texture_prew_100617_Mat.3metal_texture_prew_100617_Mat","0","14","1","1","31.855812","0","93"
"/Game/SteamBlast/Assets/FinalAssets/Shop/dark-metal-texture_Mat.dark-metal-texture_Mat","0","14","1","1","32.399986","0","91"
"/Game/SteamBlast/Assets/FinalAssets/Shop/glass-texture_Mat.glass-texture_Mat","0","14","1","1","32.400364","0","49"
"/Game/SteamBlast/Assets/FinalAssets/Shop/glass_texture_by_rcdezine_d5snuyo-fullview_Mat.glass_texture_by_rcdezine_d5snuyo-fullview_Mat","0","14","1","1","32.465355","0","55"
"/Game/SteamBlast/Assets/FinalAssets/Shop/images_Mat.images_Mat","0","14","1","1","31.465082","0","62"
"/Game/SteamBlast/Assets/FinalAssets/Shop/istockphoto-870752130-170667a_Mat.istockphoto-870752130-170667a_Mat","0","14","2","1","32.095036","0","73"
"/Game/SteamBlast/Assets/FinalAssets/Shop/preview16_Mat.preview16_Mat","0","14","1","1","32.365673","0","53"
"/Game/SteamBlast/Assets/FinalAssets/Walls/avb45ac1c4d70766a19e7_Mat.avb45ac1c4d70766a19e7_Mat","0","15","1","1","37.208229","0","72"
